id,existing year,gps_height,installer,longitude,latitude,num_private,basin,region,population,public_meeting,scheme_management,permit,extraction_type_class,management_group,payment_type,water_quality,quantity,source_class,waterpoint_type_group
1649,unknown,0,other,32.35815302,-4.96546043,0,Lake Tanganyika,Tabora,0,True,VWC,True,handpump,user-group,on failure,soft,enough,groundwater,hand pump
8822,6.0,1010,government,37.70648416,-4.00583487,0,Pangani,Kilimanjaro,180,True,Water authority,True,submersible,user-group,per bucket,salty,insufficient,groundwater,communal standpipe
10352,unknown,0,community,33.66386327,-8.98179247,0,Rufiji,Mbeya,0,False,VWC,False,gravity,user-group,on failure,soft,enough,surface,communal standpipe
50878,unknown,0,government,33.77857064,-3.06340514,0,Lake Victoria,Shinyanga,0,True,Water authority,False,gravity,commercial,monthly,soft,enough,surface,communal standpipe
15266,unknown,0,other,33.58724528,-9.16743357,0,Lake Nyasa,Mbeya,0,True,VWC,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
51956,37.0,1190,dwe,38.4236917,-4.6312447,0,Pangani,Tanga,1,True,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
44099,21.0,642,danida,37.12085919,-10.78502855,0,Ruvuma / Southern Coast,Ruvuma,1,True,VWC,False,handpump,user-group,monthly,soft,insufficient,groundwater,hand pump
59,unknown,0,dwe,33.59072198,-3.71955244,0,Internal,Shinyanga,0,True,VWC,True,gravity,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
51359,11.0,-5,dwe,39.56082776,-9.13206159,0,Ruvuma / Southern Coast,Lindi,530,unknown,VWC,False,submersible,user-group,unknown,soft,unknown,groundwater,communal standpipe
15962,unknown,0,hesawa,0.0,-2e-08,0,Lake Victoria,Mwanza,0,True,VWC,True,other,user-group,unknown,unknown,dry,groundwater,other
17853,12.0,1226,dwe,33.06230846,-1.82664599,0,Lake Victoria,Mwanza,1200,True,unknown,True,gravity,user-group,never pay,soft,insufficient,groundwater,improved spring
42040,43.0,1387,government,37.55433946,-3.28942377,0,Pangani,Kilimanjaro,1,True,WUA,True,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
72243,23.0,805,danida,35.99024647,-10.53404797,0,Rufiji,Ruvuma,250,True,WUG,False,handpump,user-group,on failure,soft,enough,groundwater,hand pump
63653,9.0,1544,dwe,36.61868919,-3.29203785,0,Pangani,Arusha,200,True,VWC,True,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
26510,unknown,0,community,33.77914543,-3.32682925,0,Internal,Shinyanga,0,True,WUG,False,handpump,user-group,other,soft,enough,groundwater,hand pump
72053,unknown,0,other,30.50096464,-2.59036242,0,Lake Victoria,Kagera,0,True,VWC,False,gravity,user-group,never pay,soft,insufficient,groundwater,other
29351,1.0,1369,other,34.25333419,-1.20066603,0,Lake Victoria,Mara,560,True,VWC,True,handpump,user-group,monthly,soft,enough,groundwater,hand pump
51897,23.0,1584,other,34.85944848,-4.97090922,0,Internal,Singida,1,True,VWC,unknown,other,user-group,unknown,unknown,dry,groundwater,other
20376,unknown,1609,dwe,35.10908924,-8.18809279,0,Rufiji,Iringa,0,True,VWC,True,handpump,user-group,annually,soft,enough,groundwater,hand pump
26804,1.0,334,dwe,36.50348726,-8.55105463,0,Rufiji,Morogoro,230,True,unknown,True,handpump,user-group,monthly,soft,enough,groundwater,hand pump
67303,25.0,1070,dwe,36.80143513,-3.45135176,0,Pangani,Arusha,150,True,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,other
69780,51.0,1286,government,37.62786033,-3.13469202,0,Pangani,Kilimanjaro,1,True,Company,True,gravity,commercial,monthly,soft,insufficient,groundwater,communal standpipe
45374,unknown,0,dwe,0.0,-2e-08,0,Lake Victoria,Mwanza,0,unknown,WUG,False,handpump,user-group,unknown,soft,enough,groundwater,hand pump
54665,5.0,1624,ces,37.22900273,-3.18441406,0,Pangani,Kilimanjaro,1,True,Water Board,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
39341,35.0,1282,government,30.12795597,-4.24867926,0,Lake Tanganyika,Kigoma,950,True,Water authority,False,submersible,user-group,other,soft,enough,groundwater,communal standpipe
8869,27.0,462,danida,37.45782761,-11.20866259,0,Ruvuma / Southern Coast,Ruvuma,1,True,VWC,False,gravity,user-group,monthly,soft,enough,surface,communal standpipe
20691,unknown,0,kkkt,33.16618409,-8.942157,0,Lake Rukwa,Mbeya,0,True,VWC,False,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
19693,5.0,1571,other,35.52646919,-4.48085439,0,Internal,Manyara,221,True,VWC,True,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
14321,26.0,1546,dwe,31.9968789,-8.80386259,0,Lake Rukwa,Rukwa,50,True,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
63059,unknown,0,government,33.51920554,-3.13524663,0,Lake Victoria,Shinyanga,0,True,WUG,False,gravity,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
67403,2.0,-7,dwe,39.05964828,-5.28936932,0,Pangani,Tanga,25,True,VWC,False,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
28912,5.0,1133,ces,37.22600343,-3.27103862,0,Pangani,Kilimanjaro,125,True,Water Board,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
12549,unknown,0,other,35.56741628,-6.33698054,0,Internal,Dodoma,0,True,VWC,True,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
24328,41.0,900,other,37.59031748,-3.7304578,0,Pangani,Kilimanjaro,80,True,Water Board,True,gravity,user-group,monthly,soft,insufficient,groundwater,other
13750,unknown,0,community,32.0400396,-4.99156819,0,Lake Tanganyika,Tabora,0,True,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
1574,42.0,1237,dwe,38.46742948,-4.8647269,0,Pangani,Tanga,1,True,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
44149,unknown,0,dwe,31.36783688,-1.06107072,0,Lake Victoria,Kagera,0,True,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
53917,unknown,0,dwe,31.12892305,-1.69420356,0,Lake Victoria,Kagera,0,True,WUA,True,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
22705,6.0,1388,community,36.88065592,-3.31430939,0,Pangani,Arusha,98,True,VWC,True,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
66465,unknown,0,dwe,32.05069828,-3.41259554,0,Lake Tanganyika,Shinyanga,0,True,Parastatal,True,gravity,parastatal,unknown,soft,seasonal,surface,communal standpipe
15644,unknown,0,dwe,31.83376051,-1.11325712,0,Lake Victoria,Kagera,0,True,VWC,True,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
20773,unknown,0,other,35.82452906,-5.30269309,0,Internal,Dodoma,0,True,VWC,False,motorpump,user-group,never pay,soft,enough,groundwater,communal standpipe
33092,unknown,774,other,36.96288481,-7.59517464,0,Rufiji,Morogoro,300,unknown,Other,True,gravity,other,never pay,soft,enough,groundwater,communal standpipe
54392,1.0,677,government,37.47908238,-3.81858443,0,Pangani,Kilimanjaro,320,True,Private operator,False,motorpump,commercial,annually,unknown,enough,surface,communal standpipe
37850,1.0,105,dwe,38.90647215,-6.74295268,0,Wami / Ruvu,Pwani,1,True,Water authority,True,motorpump,user-group,per bucket,soft,enough,surface,communal standpipe
5576,3.0,1764,other,35.77193117,-8.02782346,0,Rufiji,Iringa,1,True,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
60840,15.0,1182,dwe,35.87050076,-4.13979616,0,Internal,Manyara,72,True,VWC,True,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
9971,39.0,1116,dwe,31.24387308,-6.37911714,0,Lake Rukwa,Rukwa,70,False,Water authority,True,gravity,commercial,never pay,soft,enough,groundwater,communal standpipe
57508,15.0,875,other,36.64437721,-6.81836802,0,Wami / Ruvu,Morogoro,350,True,VWC,True,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
25872,unknown,0,other,32.99693009,-4.19322784,0,Internal,Tabora,0,False,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
43978,37.0,2116,community,33.98504961,-8.9881064,0,Rufiji,Iringa,0,True,VWC,False,gravity,user-group,on failure,soft,enough,groundwater,communal standpipe
38181,25.0,2576,community,33.91513217,-9.19113626,0,Lake Nyasa,Iringa,0,True,VWC,False,gravity,user-group,on failure,soft,enough,groundwater,communal standpipe
24325,5.0,344,other,37.61832784,-6.13357212,0,Wami / Ruvu,Morogoro,20,True,VWC,True,other,user-group,never pay,soft,enough,groundwater,hand pump
2724,unknown,0,hesawa,31.53064308,-1.52024104,0,Lake Victoria,Kagera,0,True,VWC,True,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
34794,33.0,1006,dwe,31.14227776,-6.61124387,0,Lake Rukwa,Rukwa,50,False,Water authority,True,gravity,commercial,never pay,soft,enough,groundwater,communal standpipe
56525,unknown,0,other,32.76916953,-3.90293977,0,Internal,Shinyanga,0,True,VWC,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
63155,unknown,0,other,31.6075471,-1.76796453,0,Lake Victoria,Kagera,0,True,VWC,True,submersible,user-group,never pay,soft,enough,groundwater,communal standpipe
67247,7.0,1633,other,37.57594115,-7.08503792,0,Wami / Ruvu,Morogoro,60,True,VWC,True,gravity,user-group,per bucket,soft,enough,surface,communal standpipe
23387,2.0,24,dwe,38.91481877,-8.78594686,0,Ruvuma / Southern Coast,Lindi,390,True,unknown,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
17873,unknown,0,other,32.30554915,-3.50805245,0,Lake Tanganyika,Shinyanga,0,unknown,unknown,False,other,unknown,unknown,unknown,unknown,unknown,hand pump
18197,2.0,1569,other,34.97643178,-8.82935561,0,Rufiji,Iringa,40,True,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
24834,14.0,1610,other,30.03071578,-4.43392653,0,Lake Tanganyika,Kigoma,650,True,Water authority,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
4091,40.0,1504,dwe,38.24442402,-4.4588915,0,Pangani,Tanga,1,True,VWC,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
33261,unknown,0,other,33.81466822,-9.26881883,0,Lake Nyasa,Mbeya,0,True,VWC,unknown,gravity,user-group,unknown,soft,unknown,groundwater,communal standpipe
44384,19.0,1721,government,35.02234242,-4.18404892,0,Internal,Manyara,192,True,VWC,True,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
62096,unknown,0,other,32.94718642,-4.99483567,0,Lake Tanganyika,Tabora,0,False,VWC,True,other,user-group,never pay,soft,dry,groundwater,other
64554,3.0,78,unknown,39.08342696,-7.0035038,0,Wami / Ruvu,Dar es Salaam,250,unknown,Private operator,False,submersible,commercial,per bucket,soft,enough,groundwater,communal standpipe
68314,29.0,1620,danida,35.56771838,-7.94158325,0,Rufiji,Iringa,1,True,VWC,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
53,13.0,1414,dwe,36.67432678,-3.35742512,0,Pangani,Arusha,200,True,VWC,True,gravity,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
23426,unknown,0,other,33.91187132,-9.34663784,0,Lake Nyasa,Mbeya,0,True,VWC,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
38259,29.0,1982,other,31.63874388,-8.11393053,0,Lake Tanganyika,Rukwa,0,True,VWC,True,gravity,user-group,never pay,soft,dry,surface,communal standpipe
16631,15.0,876,danida,36.00884449,-10.73030401,0,Ruvuma / Southern Coast,Ruvuma,200,True,WUG,False,handpump,user-group,monthly,soft,insufficient,groundwater,hand pump
43162,13.0,1623,other,34.85774806,-4.96565066,0,Internal,Singida,25,True,Company,unknown,submersible,commercial,never pay,soft,insufficient,groundwater,communal standpipe
44492,unknown,0,dwe,31.45209393,-1.45098903,0,Lake Victoria,Kagera,0,True,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
38884,unknown,0,dwe,33.66932264,-3.66413309,0,Internal,Shinyanga,0,False,VWC,False,gravity,user-group,unknown,soft,insufficient,surface,communal standpipe
13690,7.0,472,other,37.75333011,-6.91532531,0,Wami / Ruvu,Morogoro,250,True,VWC,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
60335,41.0,1639,dwe,37.47825262,-3.2671678,0,Pangani,Kilimanjaro,70,unknown,Other,True,gravity,other,never pay,soft,enough,surface,communal standpipe
31856,unknown,0,dwe,32.12395834,-4.21150952,0,Lake Tanganyika,Shinyanga,0,True,unknown,True,handpump,user-group,unknown,soft,insufficient,groundwater,hand pump
67891,1.0,173,other,38.35640398,-6.64287516,0,Wami / Ruvu,Pwani,150,True,WUA,True,submersible,user-group,per bucket,soft,enough,surface,communal standpipe
25564,27.0,697,dwe,34.6675289,-10.44890839,0,Lake Nyasa,Iringa,60,True,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
55293,27.0,1989,community,34.23757868,-9.38027549,0,Lake Nyasa,Iringa,0,True,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
31866,6.0,1093,dwe,37.27313434,-3.28468532,0,Pangani,Kilimanjaro,20,True,Water Board,True,gravity,user-group,per bucket,soft,enough,surface,communal standpipe
71178,unknown,0,kkkt,32.88527532,-8.98348456,0,Lake Rukwa,Mbeya,0,True,VWC,False,handpump,user-group,on failure,soft,enough,groundwater,hand pump
60279,9.0,2012,other,34.740896,-9.39969423,0,Rufiji,Iringa,80,True,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
28615,11.0,1274,other,34.98990302,-10.94025521,0,Lake Nyasa,Ruvuma,260,True,Water Board,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
8744,9.0,2132,community,34.21215284,-9.45018053,0,Lake Nyasa,Iringa,0,True,VWC,False,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
48308,unknown,0,other,32.75733701,-3.94044709,0,Lake Tanganyika,Shinyanga,0,True,VWC,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
49626,40.0,1287,government,33.86144433,-1.98006878,0,Lake Victoria,Mara,200,True,WUA,True,gravity,user-group,unknown,soft,dry,surface,communal standpipe
38098,3.0,1306,other,36.89963137,-3.11331959,0,Internal,Arusha,250,True,VWC,True,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
30309,15.0,1339,dwe,34.07442773,-2.99369841,0,Lake Victoria,Shinyanga,250,True,WUG,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
8015,unknown,0,other,32.92057868,-2.47456022,0,Lake Victoria,Mwanza,0,True,Private operator,True,handpump,commercial,never pay,salty,enough,groundwater,hand pump
3496,6.0,0,other,37.21538421,-6.51840064,0,Wami / Ruvu,Morogoro,189,True,VWC,True,submersible,user-group,never pay,salty,enough,groundwater,communal standpipe
56971,1.0,1193,dwe,38.48246991,-4.6185188,0,Pangani,Tanga,1,True,VWC,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump
68616,unknown,0,other,0.0,-2e-08,0,Lake Victoria,Mwanza,0,True,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
8646,30.0,1042,danida,35.7588964,-10.5153101,0,Lake Nyasa,Ruvuma,180,True,WUG,False,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
74104,unknown,0,government,35.84163553,-6.77170227,0,Rufiji,Dodoma,0,True,VWC,True,motorpump,user-group,unknown,soft,insufficient,groundwater,communal standpipe
37501,17.0,720,other,39.24118301,-10.87948265,0,Ruvuma / Southern Coast,Mtwara,850,True,VWC,False,gravity,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
33001,unknown,0,other,33.18150167,-4.20028394,0,Internal,Tabora,0,False,Water authority,True,submersible,commercial,never pay,coloured,insufficient,surface,communal standpipe
69202,13.0,1682,community,37.58743816,-3.21965387,0,Pangani,Kilimanjaro,1,True,Company,True,gravity,commercial,monthly,soft,enough,groundwater,communal standpipe
68409,14.0,942,ces,37.15330819,-3.33484802,0,Pangani,Kilimanjaro,50,True,Water Board,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
51847,unknown,0,government,36.15989877,-5.56955781,0,Wami / Ruvu,Dodoma,0,True,VWC,True,motorpump,user-group,unknown,soft,dry,groundwater,communal standpipe
55647,unknown,0,other,32.97098153,-3.73365859,0,Internal,Shinyanga,0,True,WUG,True,handpump,user-group,never pay,soft,dry,groundwater,hand pump
17923,21.0,1171,dwe,33.09373422,-2.03466061,0,Lake Victoria,Mwanza,350,True,unknown,True,handpump,user-group,never pay,coloured,seasonal,groundwater,hand pump
71743,25.0,110,dwe,38.86003518,-6.7832854000000005,0,Wami / Ruvu,Pwani,100,True,Parastatal,True,motorpump,user-group,per bucket,soft,dry,surface,other
51539,unknown,0,dwe,0.0,-2e-08,0,Lake Victoria,Shinyanga,0,unknown,WUG,False,handpump,user-group,unknown,soft,enough,groundwater,hand pump
73819,unknown,0,community,35.75457603,-6.33126372,0,Rufiji,Dodoma,0,True,VWC,False,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
66881,unknown,0,kkkt,32.93155539,-9.26673527,0,Lake Nyasa,Mbeya,0,True,VWC,False,handpump,user-group,on failure,soft,enough,groundwater,hand pump
58768,14.0,951,dwe,29.88877545,-5.31079128,0,Lake Tanganyika,Kigoma,300,True,VWC,True,handpump,user-group,unknown,soft,enough,groundwater,hand pump
2648,unknown,0,other,31.32170771,-2.66167239,0,Lake Tanganyika,Kagera,0,True,VWC,True,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
68933,21.0,439,danida,34.84589302,-11.32726797,0,Lake Nyasa,Ruvuma,96,unknown,VWC,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
12427,6.0,1111,dwe,30.36036456,-4.86323549,0,Lake Tanganyika,Kigoma,740,True,Water authority,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
16633,unknown,0,kkkt,32.72547129,-8.84626582,0,Lake Rukwa,Mbeya,0,False,VWC,False,other,user-group,never pay,soft,seasonal,groundwater,other
24123,2.0,1827,other,35.76559605,-8.08149573,0,Rufiji,Iringa,400,True,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
58551,unknown,0,community,35.94820405,-6.14209678,0,Wami / Ruvu,Dodoma,0,True,VWC,False,motorpump,user-group,per bucket,soft,dry,groundwater,communal standpipe
17132,4.0,137,other,38.9532646,-6.81055717,0,Wami / Ruvu,Pwani,1,True,Water authority,True,motorpump,user-group,per bucket,soft,enough,surface,communal standpipe
3027,3.0,1345,dwe,30.86837823,-3.37881268,0,Lake Tanganyika,Kigoma,250,True,VWC,False,submersible,user-group,unknown,soft,insufficient,groundwater,communal standpipe
2651,53.0,1444,other,34.7093461,-5.19063734,0,Internal,Singida,1,True,VWC,unknown,motorpump,user-group,unknown,unknown,dry,groundwater,communal standpipe
25998,31.0,212,other,39.66918663,-10.8580047,0,Ruvuma / Southern Coast,Mtwara,300,True,Water Board,True,submersible,user-group,never pay,soft,dry,groundwater,communal standpipe
63400,2.0,1266,other,36.98730137,-3.25011669,0,Pangani,Arusha,500,True,WUA,False,gravity,user-group,unknown,soft,insufficient,surface,communal standpipe
50028,unknown,0,community,36.00487589999999,-6.21749098,0,Wami / Ruvu,Dodoma,0,True,VWC,False,motorpump,user-group,monthly,soft,dry,groundwater,communal standpipe
67897,13.0,910,other,36.93159083,-3.57466784,0,Pangani,Manyara,200,True,unknown,True,handpump,user-group,unknown,salty,insufficient,groundwater,hand pump
21425,unknown,0,hesawa,33.24384162,-2.90287945,0,Lake Victoria,Mwanza,0,unknown,VWC,True,handpump,user-group,never pay,unknown,unknown,groundwater,hand pump
71756,unknown,0,other,33.23557581,-3.85032443,0,Internal,Shinyanga,0,True,WUG,False,handpump,user-group,never pay,soft,seasonal,groundwater,hand pump
16862,4.0,1285,other,37.03823817,-3.19868895,0,Pangani,Kilimanjaro,1,True,Water Board,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
15420,17.0,1570,community,35.1018841,-9.19269342,0,Rufiji,Iringa,30,True,VWC,True,gravity,user-group,never pay,soft,dry,surface,communal standpipe
